ind,grp,val
1,b,-0.131300051357725
2,b,-0.261926719040845
3,c,0.725362379499655
4,c,-1.43026664786305
5,b,1.0434450742327
6,b,0.519349742149128
7,c,-0.245433391609701
8,b,-0.00534987960106205
9,c,-0.606515212684536
10,b,0.0538176880717522
11,a,0.193477988019985
12,b,-0.667338525760485
13,a,1.23716704088613
14,a,0.537372738852176
15,a,-1.09834317623953
16,c,3.01781771739484
17,a,0.656389644063401
18,a,-1.11528792829567
19,a,-0.103796018701292
20,b,-1.69425540197058
21,b,0.21170685545911
22,a,0.207037956371652
23,b,-0.767544366412549
24,a,0.902308085825675
25,b,-1.07869705231487
26,c,-0.0328871814280178
27,a,-0.693610162766731
28,c,0.333575896203254
29,a,0.533457784660186
30,a,0.66505181566779
31,c,-0.923186345507125
32,c,0.827631616758045
33,b,0.973181255297988
34,b,0.325248782705221
35,b,0.59174795538106
36,a,-0.065598093454694
37,a,0.178033330279575
38,a,0.424080700248683
39,c,0.450004941687975
40,a,-1.32193687934344
41,c,0.328702376153241
42,b,0.0968734051164131
43,a,-1.58121172666094
44,a,-0.372591152535347
45,c,-0.788367859177854
46,b,-0.191370499549087
47,a,1.43802573062032
48,a,0.189062958398943
49,c,-0.666470384324598
50,c,-0.177412572019248
51,c,-0.164162701652395
52,a,0.164780607385893
53,b,1.73134351066456
54,b,1.78062012064585
55,c,0.171652311720246
56,c,-1.02409524823975
57,c,-2.12236507580309
58,c,-0.150643568636145
59,a,0.700358874745166
60,c,-0.493688469651415
61,b,0.813447578837636
62,b,-0.637070574389414
63,a,-0.707278219298727
64,c,-0.118208285669587
65,b,0.362675387386048
66,a,-0.766722660990219
67,a,-0.53714270218239
68,b,1.07207639315321
69,b,0.562528630860897
70,b,1.14771757910938
71,b,-0.0550285195818646
72,a,-0.17130088543229
73,b,0.329569599466073
74,b,1.39083733757255
75,c,1.41271998027596
76,c,-0.983983506322949
77,b,-0.975097364376644
78,c,0.574224904623157
79,a,-0.921702153544725
80,c,-0.390196921542522
81,b,0.777712241606031
82,a,1.78496822958729
83,c,-0.588830981148635
84,c,1.09819022032043
85,b,0.659730686844581
86,a,0.0292415228414163
87,b,0.230692881661143
88,c,0.649632706732887
89,b,-1.15049046599792
90,c,-0.520510512734127
91,b,0.133934791500902
92,c,0.536448305205832
93,c,1.65533061359035
94,a,-0.17961084587785
95,a,-0.449857380323632
96,a,0.0261711243768557
97,a,1.29651108135387
98,c,0.379947893345274
99,a,-0.267501184649171
100,b,0.728171668352967
101,c,-2.14667028396346
102,b,0.515531467757176
103,c,0.14119626060698
104,b,-0.889341968550711
105,c,-1.13215931652255
106,b,-0.705667277775158
107,c,-1.34796086831212
108,a,-0.472164469936661
109,a,0.199030265355952
110,b,0.862277755245
111,a,-0.393672614847471
112,b,0.84741631474849
113,a,-1.18777092883381
114,c,1.01610195043837
115,b,0.88689891035073
116,a,-2.9519543575412
117,b,-0.449862362129501
118,b,0.563520486242143
119,c,1.21037333536531
120,a,-1.43986159252929
121,b,-0.679346964289215
122,b,-1.54909286720343
123,c,-0.994662744960509
124,c,0.0582643360555474
125,c,0.383367624277531
126,c,0.142736421636062
127,c,0.507714536912154
128,b,0.665431522365011
129,c,0.425900895297987
130,b,1.14008088960296
131,b,-0.294046498514632
132,a,-0.661149868922469
133,c,-0.311216661059836
134,c,1.74832681950627
135,c,-0.679673530999429
136,c,-1.14859551250175
137,c,0.222715154785785
138,b,0.550028698655532
139,c,0.873954698328796
140,a,1.88790916100852
141,a,0.0839229882575056
142,c,0.0812640207059419
143,b,-1.12941913480748
144,a,0.605918820511789
145,c,0.509976238187996
146,b,1.06556995334755
147,c,-0.0569810044994605
148,a,-0.432556612939916
149,a,-1.24739934588561
150,a,1.50637538012084
151,c,-1.60598362481051
152,b,0.234581782151891
153,c,0.198299302412656
154,a,-1.38758204843822
155,c,-1.19532714609773
156,b,-0.867115875526966
157,c,-0.0581971401399226
158,c,0.230027559712198
159,c,-0.613722561086054
160,c,-0.779965615569898
161,b,-0.39544959454009
162,c,-0.754868376091837
163,c,-0.962163576852733
164,b,-1.15053830265282
165,c,1.57961440270767
166,b,-0.265525303356841
167,c,-2.04742490084607
168,c,1.33875023482609
169,c,-0.606901612661932
170,b,-1.65314664768906
171,a,-1.5573030408353
172,c,0.830951031445716
173,a,1.50647942279339
174,c,-0.516805769760706
175,a,-0.61677813377541
176,a,1.03766409106979
177,a,-0.058802621952273
178,c,2.29173790465942
179,c,-0.850887823983605
180,c,0.68296607622374
181,b,-2.32656590228999
182,a,-1.99407566773163
183,c,-0.000859663395776751
184,c,-0.0156208082142547
185,a,-1.56978580682113
186,a,1.74187503193731
187,c,-1.90068443156074
188,a,-0.628875527316994
189,a,-0.0709584283724719
190,c,-1.01986541521359
191,c,0.823378069077499
192,a,-0.0599717852722068
193,a,-0.992315325399531
194,a,1.15830147903479
195,b,-0.224758629052731
196,b,-1.65962528669866
197,b,-1.07072985384083
198,a,-0.189937554566418
199,a,0.136787598164727
200,c,1.14208035142761
201,b,0.81666214842071
202,c,-0.928536403843477
203,b,0.33048533305141
204,b,0.634336835783027
205,b,-0.231155439620363
206,c,-1.15489683933452
207,b,1.63320859081509
208,a,-1.5249269225623
209,c,2.52876461753066
210,b,0.23327144736349
211,b,-0.962651009571488
212,c,-0.625024861016753
213,b,-0.389446596001486
214,b,-1.76171428901001
215,a,-0.484095738001118
216,c,0.156277254390002
217,c,2.3412067816275
218,b,-1.44025315722617
219,b,1.53768002487982
220,c,0.594747178987423
221,a,-0.0613125603335274
222,b,0.0197814004977837
223,a,-0.172718005901418
224,b,1.48443572776425
225,a,2.43710723126758
226,a,0.16808534446135
227,c,-0.451160316369234
228,c,0.307277921354439
229,c,1.36878579829621
230,b,-1.3326335949005
231,c,0.00936775431350722
232,b,-1.05109780550705
233,b,-0.966526727299829
234,c,2.04461261393163
235,b,-0.497048596071536
236,b,0.0651764786766629
237,a,-0.567223845462945
238,c,0.232308363613072
239,c,0.497604393139811
240,a,1.60559069992788
241,a,0.401735492759353
242,b,-0.715089292320601
243,a,-1.86826817323361
244,c,1.11920457114965
245,c,-0.151199397301678
246,a,-0.548531381018243
247,a,0.707424881961197
248,a,0.731991899695343
249,c,-1.04702385892432
250,a,1.1466246928564
251,b,-0.786172348181836
252,b,-1.14685679057643
253,a,0.329974716083203
254,b,0.0517421229941844
255,c,-0.713339024326816
256,c,1.37900221372333
257,b,-0.456259100701582
258,a,-0.467866132825142
259,c,0.667397070113606
260,b,-1.44981534768405
261,c,-1.40351936695093
262,b,0.431051081241053
263,c,0.533213950531671
264,c,0.516038688017202
265,a,0.022590538635484
266,a,-1.61901907175608
267,b,-0.784160823095712
268,b,-0.999221309764699
269,c,1.16211837301885
270,a,1.86377753408859
271,a,0.182645202231735
272,a,1.51122408369769
273,b,0.0528302440612829
274,c,-0.766697916206689
275,a,-1.86874994430882
276,a,1.33603013121647
277,b,0.911455802196634
278,a,0.625282755506493
279,b,1.47156017975112
280,b,1.22350203039966
281,b,0.0790072618683697
282,c,-0.0244820021631165
283,a,0.781001650586342
284,c,-0.878031503275643
285,b,-0.249559369440154
286,c,-0.171500019984988
287,a,-0.828496215844963
288,a,-0.577254221747946
289,b,-0.687209827209033
290,c,0.00957461218433899
291,a,0.177813402874763
292,b,0.520082790135889
293,b,0.0306924318183377
294,a,-0.836070989662337
295,b,-1.17962004384152
296,c,-0.794365327571104
297,b,0.205163550465792
298,a,-0.116815794723849
299,b,-1.03688265032654
300,c,1.44062103609326
301,c,-0.568185315525739
302,c,2.6503797412967
303,c,-1.08690280629903
304,b,0.530727280406984
305,b,0.317928195640786
306,b,1.29566919155191
307,a,-0.581672744151573
308,b,-0.533056994477578
309,a,0.126796743531373
310,c,-0.934303202412278
311,c,0.627048234502381
312,c,-0.377796553417946
313,b,-0.043260552742707
314,c,0.299200222836564
315,c,-1.13290495159312
316,b,-1.29869120133482
317,c,-0.583670614293081
318,a,0.832019276921902
319,b,0.761824736885658
320,c,-0.860226859979101
321,c,0.694948259417162
322,b,-0.172604312994647
323,c,0.285907215721803
324,c,-1.36331760627952
325,c,-0.394246639671316
326,b,1.90599060486898
327,b,1.14672965187358
328,a,0.163779935801347
329,a,1.39679257632537
330,a,0.998524101552044
331,a,0.43602735776706
332,a,1.094144215463
333,b,-1.44049629077268
334,b,0.91236396044779
335,b,-2.61079014993843
336,c,-2.49390970282511
337,a,-0.0817877890976327
338,b,0.116251721236163
339,a,1.05425184784158
340,b,0.311640265807234
341,b,-0.534218024966262
342,b,-0.789457445185114
343,c,-0.160189404634099
344,b,0.817268534372466
345,b,2.18581501314528
346,c,-0.828036497937772
347,c,-0.297501604481629
348,c,0.485226322429338
349,c,-0.095640728132184
350,b,1.6695417931568
351,a,-1.43908748502892
352,c,-1.0306643605643
353,b,0.923741959667698
354,b,-0.712087983003844
355,a,-0.123461655613851
356,a,-0.910719084591944
357,b,-0.275560769419648
358,b,0.323043647582843
359,c,0.511873579041904
360,c,1.38241769929907
361,c,1.04781566264968
362,a,0.694967232868283
363,a,-2.30122237624413
364,a,0.608143867560708
365,a,-0.268898819011658
366,c,0.683780421807433
367,b,0.37676231032453
368,c,0.921100754573965
369,b,2.3713589109341
370,c,1.27061801617696
371,a,0.32456206163247
372,b,0.378707001350739
373,c,0.799482330690361
374,b,1.32727181930702
375,b,0.151528265683404
376,a,-0.465495992444719
377,c,0.265399550255124
378,c,1.19131895965607
379,c,-0.284410132365678
380,a,0.746389441240943
381,a,-0.0718223889790694
382,c,-0.275038064094083
383,b,-0.686350704429205
384,b,0.0968428192666113
385,a,2.09794505526264
386,b,0.442154934070269
387,c,0.502554431652551
388,a,0.550238960805872
389,c,1.12829260231644
390,c,-0.876743896043494
391,c,0.558013458246447
392,c,-0.0236173009253906
393,c,0.592081701379447
394,b,2.00861333029913
395,c,-0.277652125376294
396,b,-1.33510057594837
397,c,0.03417851033643
398,b,-0.226101186607194
399,c,-1.21918980862773
400,c,-0.874360630507379
401,b,0.289132141617893
402,c,-1.21157981692149
403,b,1.58595414310741
404,a,0.770415571280027
405,b,-0.231533516086862
406,c,0.443594539838197
407,a,-0.166100771458787
408,c,0.523121730118588
409,a,1.46959173947933
410,b,-2.37956041813085
411,b,-1.48276613744655
412,a,-2.1891675741805
413,a,-0.912928419747586
414,c,-0.336489183396609
415,c,-1.67768648711778
416,c,0.487188053874434
417,a,-0.756729148808562
418,c,-1.14111845734224
419,c,0.235145698274313
420,b,0.575647401297522
421,b,0.695372726567728
422,c,0.610288885247128
423,b,-1.70274115032944
424,a,0.33121871318208
425,b,0.726945094728777
426,c,-0.601997035003043
427,b,-0.171592792938432
428,c,0.323012201636931
429,b,0.883418681925168
430,a,0.633136831925412
431,b,-0.0632668565731608
432,b,0.89687911694369
433,c,-0.00322588362507669
434,c,1.80011228658364
435,c,-2.16981705029637
436,c,1.01248970321155
437,a,-0.0750270390906394
438,b,-1.74415799858512
439,a,-1.28767365660937
440,c,2.23498776321426
441,c,-0.312246268923761
442,c,-1.47286017407046
443,a,0.0256421298982604
444,c,0.160972146714828
445,b,-1.83836820038029
446,b,-0.472825862397972
447,a,-1.30147176442595
448,b,0.339366998542569
449,b,1.37813289117132
450,c,-0.076561634035929
451,a,-0.405669919947406
452,a,-0.852567068069127
453,b,-0.545880715065434
454,a,1.4729970391073
455,c,0.0342702080121683
456,a,1.09457457765455
457,a,-0.0524957493222413
458,a,0.495695347756308
459,a,1.2021699594581
460,a,-0.742411311716733
461,c,0.489965034888789
462,b,0.598479822928026
463,c,0.628485627465164
464,c,-0.357935259452134
465,a,-0.382997198522343
466,b,-0.816027030029324
467,c,1.31422569692952
468,b,-0.292334779888796
469,c,0.606452800623647
470,a,-1.0959048008523
471,a,0.282947506826911
472,a,-1.81205478313555
473,a,1.22417083829574
474,a,1.22108731919313
475,a,-0.509341951117247
476,c,1.7776321936452
477,c,0.0324862490753977
478,b,-0.69411564608433
479,a,0.969343451509965
480,a,-0.931962215182603
481,b,-0.341064333494655
482,c,-0.776486890001829
483,c,0.112378341963605
484,b,-0.895976316448772
485,b,-2.62971278869725
486,c,0.433694824577633
487,a,1.85246023976875
488,a,-0.00652420164870721
489,c,0.717349358787162
490,c,0.382468756282022
491,a,-1.97556903950265
492,a,-1.16270634447467
493,b,0.48657728592383
494,c,-0.413819713193812
495,a,-1.08768556422027
496,b,-0.664716249644852
497,c,-0.599740170383858
498,a,-1.35790026779118
499,b,-0.568144120928318
500,c,-0.350122468604029
501,c,0.852940411130473
502,b,-1.42427928606458
503,c,-0.240350214679966
504,b,-0.697623116399707
505,c,-0.601596000789696
506,c,-0.824770818388867
507,c,-0.444376422405741
508,c,-0.0997600186108991
509,c,-0.73797346466434
510,a,0.732415583475421
511,b,-1.52023297126547
512,a,-2.07718317879348
513,c,-0.435139953157962
514,a,0.920708907730339
515,b,-0.301351760700271
516,b,1.744474929223
517,b,-1.69101145907035
518,a,0.738925033318553
519,a,-0.60961825549698
520,b,-1.28702613018144
521,c,0.209154215997859
522,c,-0.768850310387949
523,a,0.0472978331292601
524,b,1.92386693377555
525,b,1.36043328465284
526,b,0.879194375791853
527,c,-0.882624070313318
528,a,-0.373751515627404
529,b,-0.321581616287062
530,c,0.0306672042142342
531,b,-0.351205804704106
532,b,-1.3751734397835
533,a,0.111129716058864
534,a,-1.42607818758288
535,a,1.11121892569693
536,b,-0.753102881704653
537,c,-0.264197320516943
538,b,2.22524288855673
539,a,-0.100497109483773
540,b,-0.170597571421254
541,b,0.481051416619517
542,b,-0.59306573307949
543,c,0.654212922267588
544,a,0.348156999521302
545,a,-1.64683043481252
546,c,-0.430607405914644
547,b,0.387209874302845
548,b,-0.989496391180161
549,b,0.529350218762129
550,a,-0.508816236559688
551,b,-0.185752088987075
552,a,-0.625078931207837
553,c,-0.111028669424196
554,b,-0.306963282068543
555,c,1.14843623248572
556,b,-1.52484684338296
557,a,-0.183210198855284
558,a,-1.51927946647538
559,c,0.48213338281449
560,c,-0.672929763043969
561,c,0.297759962481332
562,a,-0.667388711297407
563,c,-0.768329603533459
564,c,0.818749322111294
565,c,0.0238735547860418
566,c,0.212056937437922
567,c,1.01458273079778
568,b,0.559375404531313
569,a,1.40230748349742
570,a,0.347639023634539
571,a,0.855683256244859
572,c,-0.598189013718784
573,b,-1.20873139686632
574,c,0.545165689938951
575,a,-0.144786446250605
576,a,-1.67792379539546
577,a,-0.969221609083882
578,a,-1.77972253639063
579,b,-3.00561162183306
580,a,0.074415484666942
581,b,1.11429534447995
582,c,-0.115906322667222
583,c,0.471087659842589
584,b,-2.70487278619608
585,a,-1.01730873370069
586,b,0.164809712891931
587,a,-0.572004250823869
588,b,-0.220275808095704
589,a,0.0639092244162571
590,c,1.70085052904306
591,c,1.25066287243727
592,a,-0.0816417238216947
593,a,1.47607655144816
594,c,1.06050731476055
595,c,0.687684298508082
596,b,-1.80609415016389
597,c,-0.644834888661953
598,a,1.10004375172287
599,b,-1.6793000392678
600,c,-2.24479722507458
601,c,0.239226240132737
602,a,-0.266596929422334
